#Id,Name,Estimated Code Length,
01,Brute Force,0
02,Arithmetic-Algebra,0
03,Combination,0
04,Data Structure,0
05,Dynamic Programming,0
06,Game Theory,0
07,Geometry,0
08,Greedy,0
09,Number Theory,0
10,Sorting-Searching,0
11,Graph Theory,0
12,Strings,0
13Ad-Hoc,0
